,census_tract_number,total_population,california_county,children_10_percent,pop_11_64_years_percent,elderly_65_percent,hispanic_percent,white_percent,african_american_percent,native_american_percent,asian_american_percent,other_percent,zip,nearby_city,ces_3_0_score,sb_535_disadvantaged_community,ozone,pm2_5,diesel_pm,drinking_water,pesticides,tox_release,traffic,cleanup_sites,groundwater_threats,haz_waste,imp_water_bodies,solid_waste,pollution_burden,pollution_burden_score,asthma,low_birth_weight,cardiovascular_disease,education,linguistic_isolation,poverty,unemployment,housing_burden,pop_char,pop_char_score
948,6071003609,4871,San Bernardino,18.4,74.5,7.1,74.4,12.7,9.2,0.2,1.6,1.8,92316,Bloomington,48.94,Yes,0.065,12.89,25.47,689.7,0,1624.571951,1106.67,1.6,4.3,0.51,0,1.45,57.39,7.07,62.93,4.73,11.61,32.4,10.5,43.9,17.3,14.3,66.75,6.92
949,6067004701,3303,Sacramento,19.8,69.6,10.6,40.2,15.5,18.1,0.6,21.6,4,95823,Sacramento,48.89,Yes,0.048,9.53630303,15.757,844.95,0,71.97987374,1271.41,8,40.75,0,4,0,45.43,5.6,96.65,5.23,11.52,38.1,22,60.6,18.5,39.6,84.26,8.74
950,6037572600,5370,Los Angeles,13.1,76.2,10.7,45.2,4.4,10.9,0.1,36.9,2.5,90810,Long Beach,48.88,Yes,0.042,11.21,32.711,218.3,0,26157.02101,1210.72,7.9,32.75,3.935,22,1,60.36,7.43,70.09,5.37,9.25,22.6,10.9,39.1,8.7,19.5,63.39,6.57
951,6037127803,4037,Los Angeles,15,72.4,12.6,65.2,21.2,3.6,0.1,7.8,2.1,91405,Van Nuys,48.88,Yes,0.055,11.21,18.09,618.05,0,738.5559646,1310.02,1.25,7.5,0.25,0,0,46.97,5.79,98.74,5.58,13.75,33.8,36.1,57.5,11.1,21.5,81.46,8.45
952,6037603702,5087,Los Angeles,12.6,73.8,13.6,33,34.6,5.1,0.2,23.5,3.5,90506,Torrance,48.86,Yes,0.044,12.05,22.618,290.17,41.71,6546.248468,1014.39,1,4.5,0.11,7,2,56.85,7,74.07,7.26,9.64,12.3,12,28.7,12.1,15.9,67.28,6.98
953,6013376000,5962,Contra Costa,17.9,75,7.1,56,3.3,31.6,0.2,6.8,2.1,94801,Richmond,48.86,Yes,0.03,8.27876414,42.134,70.6,0,1702.797486,221.88,67.05,40,14.98,11,1.25,46.41,5.72,217.15,5.99,11.36,43.4,21,61.1,10.1,23.1,82.41,8.55
954,6037530301,2168,Los Angeles,13.9,74.8,11.3,97,1.8,0,0,1,0.2,90022,Los Angeles,48.85,Yes,0.046,12.05,33.38,647.12,0,15151.8814,704.36,0.7,5,0.1,0,0.2,48.55,5.98,62.41,8.75,12.06,54.8,27.8,54.1,6.8,20.4,78.76,8.17
955,6037552301,4900,Los Angeles,13.4,77.9,8.7,65,11.1,6.7,0.4,15.3,1.6,90650,Norwalk,48.84,Yes,0.046,12.05,29.85,567.26,0,5237.180845,1379.41,26,20.6,0.29,0,8.45,62.98,7.76,54.13,5.34,11.54,19.2,23.2,30,10.8,5.5,60.71,6.3
956,6037109500,4303,Los Angeles,15.2,74.9,9.9,92.6,3.1,0.9,0.1,2.4,0.8,91340,San Fernando,48.84,Yes,0.057,11.21,24.19,671.96,0,592.8914164,1713.93,22,10.5,0.4,0,3.8,60.41,7.44,61.07,6.61,4.97,37,19.2,45.5,7.1,29.3,63.3,6.56
957,6037603200,2777,Los Angeles,9,69.1,21.9,27.2,14.9,8,0.3,46.9,2.8,90248,Gardena,48.83,Yes,0.042,12.05,24.544,492.73,0.02,11610.30439,809.27,31.3,55.6,0.67,18,7.2,68.23,8.4,68.29,5.5,10.27,17.7,21.2,19.4,5.8,7.7,56.03,5.81
958,6037104701,4208,Los Angeles,21.2,73.3,5.5,95.5,0.9,2.9,0.1,0.3,0.5,91331,Pacoima,48.83,Yes,0.057,11.21,16.385,618.05,0,679.0971607,921.2,14.5,1.5,0.2,0,0,46.56,5.73,73.79,6.13,7.7,59.3,21.7,82.8,21.4,36.6,82.1,8.51
959,6037232300,3926,Los Angeles,14.6,75.8,9.6,64.5,0.7,33,0.2,0.2,1.4,90037,Los Angeles,48.81,Yes,0.046,12.89,19.668,664.07,0,3639.290776,947.53,5.5,0,0.135,0,0,47,5.79,70.78,7.6,8.26,40.7,15.9,59.4,15.3,44.1,81.3,8.43
960,6065042800,9260,Riverside,22.9,72,5.1,77,8.8,10.6,0.4,1.6,1.6,92570,Perris,48.8,Yes,0.065,12.47,12.8,743.04,0,331,865.72,0,21,0,0,22,50.45,6.21,51.58,4.82,12.21,45.5,12,69.8,21.7,28.4,75.74,7.85
961,6037500403,4023,Los Angeles,13.1,72.6,14.3,89.4,5.1,0.5,0.2,4.4,0.3,90660,Pico Rivera,48.8,Yes,0.046,12.05,23.377,704.98,0,12319.84136,2564.97,25.6,2,0.035,3,8,62.09,7.65,58.4,3.96,12.12,31.8,4.2,34.8,12.4,25.6,61.52,6.38
962,6071003505,5969,San Bernardino,22.7,74.1,3.2,73.8,6,16.9,0.1,2.1,1,92376,Rialto,48.78,Yes,0.065,12.89,14.922,764.33,0,1965.383278,766.27,0.4,0,0,0,1,45.12,5.56,84.92,6.42,15.65,40.7,19.9,60,12.4,22.4,84.63,8.78
963,6059087803,5658,Orange,18.5,74.9,6.6,67.6,8.2,2.5,0.1,20.4,1.2,90680,Stanton,48.78,Yes,0.046,11.21,11.709,283.39,27.23,10088.83998,1251.53,18.7,4,0.85,0,2.75,56.85,7,40.13,5.27,6.46,52.2,33.9,62.3,13.6,35.6,67.17,6.97
964,6065041703,5695,Riverside,20.3,73.4,6.3,78.6,12.1,4.1,0.2,3.8,1.3,92882,Corona,48.73,Yes,0.06,12.89,43.841,708.32,0,5074.661021,2495.84,0,10,0.325,0,0,58.59,7.22,35.15,4.48,11.11,34.9,9.9,75.8,11.6,29.4,65.11,6.75
965,6031001300,3761,Kings,21.8,70.5,7.7,79.6,12.2,5.7,0.6,0.8,1.2,93212,Corcoran,48.73,Yes,0.062,17.08,5.769,504.75,417.53,93.9390139,160.05,14,14.25,0.01,0,2,48.29,5.95,81.14,4.61,11.47,39.5,17.7,74.4,21.2,24.6,78.99,8.19
966,6071009300,1257,San Bernardino,13.8,72.3,13.9,40.3,49.7,3.8,0.6,2.5,3,92311,Barstow,48.72,Yes,0.06,7.00068171,16.296,809.46,9.02,15.83845288,456.91,12,19.5,0.2,0,0.6,46.06,5.67,220.9,7.95,20.38,31.9,1.4,61.2,19.5,21.8,82.81,8.59
967,6073016202,3337,San Diego,14.9,80.6,4.5,33.5,42.5,13.1,0.6,6,4.4,92020,El Cajon,48.71,Yes,0.044,11.21,18.593,343.5,0,217.6922758,1118.44,33.2,78.2,4.5,4,6.75,57.11,7.03,57.47,5.79,9.76,7.2,11.1,43.4,11.9,31.8,66.77,6.92
968,6037224700,4856,Los Angeles,1.3,97.5,1.2,13.3,55,4.9,0.1,22.5,4.2,90007,Los Angeles,48.7,Yes,0.046,12.89,41.19,664.07,0,4108.414904,3082.61,0.85,0,0.53,0,0,52.93,6.52,58.23,5.88,8.67,7.6,12,91.2,17.1,56.6,72.04,7.47
969,6073021900,6816,San Diego,4.3,93.2,2.5,36.8,37.4,13,0.8,8.7,3.3,91950,National City,48.7,Yes,0.04,11.63,48.116,267.03,0,722.535254,1387.04,70,252,0.87,6,11.75,62.95,7.75,23.82,6.38,8.48,12.2,19.3,59.9,9.8,27,60.56,6.28
970,6037208801,2995,Los Angeles,12.5,72.6,14.9,59.9,6.8,5.8,0.1,26.4,0.9,90057,Los Angeles,48.69,Yes,0.046,12.89,60.69,664.07,0,3906.475546,1001.99,3.9,6,0.06,0,0,51.13,6.3,59.84,6.36,7.7,46.5,48.9,78.7,8.1,29,74.54,7.73
971,6037208502,3571,Los Angeles,13.3,78.2,8.5,72.1,5.2,3.3,0,18.1,1.3,90057,Los Angeles,48.68,Yes,0.046,12.89,60.69,664.07,0,3942.407928,1093.26,3.55,3,0.035,8,0,54.87,6.76,39.84,9.4,5.25,41.4,30.4,69.3,13.5,26.5,69.44,7.2
972,6037433802,2780,Los Angeles,13,73.4,13.6,81.9,4.5,0.1,0.1,12.8,0.7,91733,South El Monte,48.67,Yes,0.046,12.05,22.47,780.53,1.18,13152.24194,1920.21,19.3,73.2,0.245,7,0.5,71.54,8.81,54.75,3.43,8.87,36.8,17.1,33.9,7.7,17.8,53.26,5.52
973,6037433602,2803,Los Angeles,11.7,72.6,15.7,36.7,4.2,0.1,0,58.3,0.6,91770,Rosemead,48.66,Yes,0.048,12.05,23.448,779.31,0,6610.877984,816.91,13.9,39.25,0.25,0,1,59.98,7.39,38.01,5.95,6.64,44.3,37.7,62.4,7.7,26.5,63.51,6.59
974,6037552100,5891,Los Angeles,12.8,68.2,19,64.9,13.9,3.2,0.2,16.7,1.1,90650,Norwalk,48.66,Yes,0.046,12.05,27.098,471.03,0.02,5295.161874,493.8,4.5,21,0,3,0.2,47.62,5.87,62.88,6.81,13.42,27.5,29.8,39.8,14,21.9,79.99,8.3
975,6019002200,3594,Fresno,13.4,78.7,7.9,51.3,38.8,4.2,1.2,2.3,2.3,93728,Fresno,48.64,Yes,0.062,15.4,54.06,681.2,0,3511.510261,382.85,2.2,2.8,0.11,0,0.5,51.2,6.31,117.3,7.57,10.54,11.2,3.6,56.2,21.1,17.5,74.38,7.71
976,6067000500,3159,Sacramento,6.2,87.6,6.2,26.8,56.5,5.2,1.4,5.8,4.3,95814,Sacramento,48.64,Yes,0.046,9.53630303,23.433,80.01,0,16664.13072,390.05,30.45,30.75,1.3,6,15.5,55.57,6.84,91.7,7.43,11.05,12.2,9,52.1,8,12.9,68.53,7.11
977,6067009201,2293,Sacramento,12,69.2,18.8,19.8,51.3,6.9,1.4,16.5,4.1,95829,Sacramento,48.64,Yes,0.05,9.53630303,9.693,836.94,26.4,155.6328449,567.87,31.65,55.35,7.585,5,46.75,63.63,7.84,45.31,5.29,7.68,19.5,12.5,42.4,13.6,22,59.85,6.21
978,6037104821,3514,Los Angeles,17.1,76.7,6.2,93,3.4,1.1,0.2,1.8,0.5,91331,Pacoima,48.63,Yes,0.055,11.21,23.049,618.05,0,863.2372404,717.58,12,12.5,0.21,4,0.9,54.8,6.75,73.79,4.43,7.7,45,20.1,66.1,12.1,28.2,69.48,7.21
979,6029004500,3937,Kern,24.6,71.8,3.6,93.3,5.5,0.1,0.1,0.9,0.1,93249,Lost Hills,48.63,Yes,0.057,12.68,1.424,824.91,353.87,843.5836833,256.96,18,111.25,2.61,0,16.1,63.92,7.87,38.21,4.86,8.33,59.2,45.7,74.2,6.7,15.8,59.57,6.18
980,6037405002,3197,Los Angeles,16.1,77.6,6.3,88.5,3.6,0.3,0,7,0.6,91706,Baldwin Park,48.61,Yes,0.053,11.21,23.356,776.6,0,7552.983901,441.57,12,18.9,0.02,3,17.2,58.48,7.2,62.29,3.39,10.58,40.9,13,51.2,10.1,29.3,65.07,6.75
981,6029003202,15579,Kern,19.8,74.8,5.4,71.1,17.4,4.2,0.5,5.1,1.7,93307,Bakersfield,48.59,Yes,0.065,19.18,11.619,1211.68,2481.72,58.83113909,445.28,0.25,2,0,0,3.25,50.29,6.19,88.83,4.99,11.63,41,12.6,62,13.8,19.2,75.65,7.85
982,6037213202,3873,Los Angeles,13.6,77.8,8.6,63.4,1.6,3.6,0.1,30.7,0.7,90006,Los Angeles,48.58,Yes,0.048,12.89,29.76,664.07,0,2971.546464,1090.74,5.75,6,0,0,0,49.54,6.1,56.69,6.96,6.98,38.6,58,70.3,12.6,35.8,76.77,7.96
983,6037576200,6158,Los Angeles,11.8,80.2,8,46.5,24.4,19.8,0.7,5.7,2.9,90802,Long Beach,48.56,Yes,0.042,11.21,208.4,220.01,0.97,9832.283524,481.95,3,6.3,0.3,5,5.5,53.9,6.64,73.7,7.53,8.09,27.6,8.1,66.9,5.6,33.7,70.54,7.31
984,6037221500,3507,Los Angeles,14.2,75.7,10.1,68.2,1.8,22.4,0.2,4,3.5,90018,Los Angeles,48.53,Yes,0.046,12.89,26.04,664.07,0,3176.902373,3732.86,1.25,3,0,0,0,48.14,5.93,68.88,6.3,7.81,33.6,23.9,62.2,18.8,33.2,78.92,8.18
985,6037402502,7225,Los Angeles,18.5,73.5,8,80.6,3.8,3.4,0.3,10.9,1,91766,Pomona,48.52,Yes,0.057,12.89,22.926,718.46,0,9632.825613,434.12,7.1,2.8,0.025,0,0.2,48.72,6,70.31,4.78,10.29,49.2,27.1,59.5,14.3,32.3,77.96,8.09
986,6085504318,5265,Santa Clara,13.7,79,7.3,25.4,17.7,2.6,0.3,52.2,1.8,95131,San Jose,48.52,Yes,0.035,10.37,37.898,540.9,0,612.5349321,1804.76,158.65,130.9,12.97,2,35.75,62.77,7.73,39.41,5.32,7.5,30.2,31.5,46.7,11.5,18.9,60.51,6.28
987,6037534404,3647,Los Angeles,18.4,75.9,5.7,94,3.1,1.2,0.3,0.7,0.6,90201,Bell,48.52,Yes,0.046,12.05,23.1,204.33,0,8196.252132,743.07,16.85,13.05,0.19,7,1.25,54.89,6.76,48.15,3.91,10.08,47,33.4,69.8,13,25.8,69.2,7.18
988,6013310000,5641,Contra Costa,18.4,75.9,5.7,53.7,14.2,17.9,0.4,9.7,4.1,94565,Pittsburg,48.52,Yes,0.038,7.85958451,13.984,136.89,0,897.8009392,324.08,52.45,75.55,5.72,12,4.5,45.76,5.64,150.18,5.64,14.45,31.4,18.9,52.2,12.1,26.8,83,8.61
989,6037236203,3417,Los Angeles,16.1,75.1,8.8,28.2,0.9,66.7,0.3,1.2,2.7,90016,Los Angeles,48.48,Yes,0.046,12.05,24.45,664.07,0.01,2282.705148,904.69,5,31.05,0.01,0,0.5,51.11,6.3,69.53,8.4,6.4,25.6,13.2,67.1,12.7,34.4,74.26,7.7
990,6067005502,5477,Sacramento,17.6,75,7.4,48.7,29.2,10.4,1,6.7,4,95815,Sacramento,48.48,Yes,0.05,9.53630303,17.09,693.44,0,206.9998472,687.38,7.75,29.8,0.1,4,1,48.36,5.96,90.81,6.61,8.23,24.7,13.4,67.5,22.9,23.5,78.48,8.14
991,6037191820,2647,Los Angeles,9,83.4,7.6,52.8,29.8,4.2,0.2,10.4,2.7,90038,Los Angeles,48.47,Yes,0.048,12.47,36.19,664.07,0,2210.020026,1482.79,17.75,23,0.15,0,5,63.24,7.79,48.93,5.18,7.78,16.1,18.9,46.1,10.4,22.5,60.01,6.22
992,6037408140,3835,Los Angeles,15.4,77.3,7.3,90,3.2,0.7,0.1,5.4,0.5,91744,La Puente,48.47,Yes,0.051,11.21,25.155,637.25,0,11790.42588,718.02,16.5,32.9,0.255,1,0,57.26,7.05,50.15,4.42,8,44.3,16,56,17.4,28.3,66.27,6.87
993,6019004802,4599,Fresno,20.5,71,8.5,57.5,23.2,12.9,1.1,3.3,1.9,93705,Fresno,48.47,Yes,0.062,15.4,35.74,681.2,0,2573.378514,419.31,0,2,0,0,0,44.06,5.43,127.86,6.01,12.6,29.1,10.6,74,23.6,30.4,86.12,8.93
994,6037553901,6896,Los Angeles,14.1,78.3,7.6,78.4,7.9,7,0.2,5.5,1,90723,Paramount,48.47,Yes,0.044,12.05,20.991,304.17,0,9055.357866,501.9,5.7,42.8,0.71,0,5.6,52.24,6.43,52.24,6.99,9.41,36.8,12.5,43,11.5,26.7,72.64,7.53
995,6067002100,2377,Sacramento,9.9,80.9,9.2,24.9,35.4,4.7,0.8,28.6,5.7,95818,Sacramento,48.47,Yes,0.046,9.53630303,28.03,80.01,0,514.9399299,1687.25,45.85,52.35,0.56,16,2,58.07,7.15,65.49,4.07,9.01,21.6,20.9,42.1,12.1,33,65.34,6.78
996,6037552200,6835,Los Angeles,18.9,75.8,5.3,78.8,7.1,5.2,0.4,7.6,1,90650,Norwalk,48.46,Yes,0.046,12.05,29.497,557.71,0,5255.477939,1220.98,1,28,0.045,0,0.5,50.57,6.23,62.88,5.61,13.42,35.4,18,49.5,8.1,27.4,75.02,7.78
997,6025010400,7162,Imperial,20.1,70.9,9,94.1,3.6,1.4,0.2,0.2,0.5,92227,Brawley,48.43,Yes,0.051,7.85958451,7.521,276.08,59.24,31.84738931,374.16,42.1,11,0.2,21,2,46.86,5.77,140.8,4.69,10.89,33.6,22.1,73.9,29.8,23.8,80.92,8.39
998,6019003500,5674,Fresno,14.9,77.5,7.6,51.3,33.3,5.7,0.8,5.7,3.1,93704,Fresno,48.41,Yes,0.062,15.4,51.32,681.2,0,2526.992314,681.1,4,0,0.125,0,0,52.05,6.41,82.37,6.45,7.99,21.9,4.9,53.4,18.3,30.3,72.81,7.55
999,6037535501,3866,Los Angeles,19.7,74.4,5.9,96.7,1.9,0.8,0.1,0.4,0.1,90280,South Gate,48.41,Yes,0.044,12.05,24.844,536.88,0,6339.831154,946.46,40.3,13,0.025,0,6.45,55.02,6.78,40.87,4.15,10.14,53.6,31.8,64.4,15.5,24.1,68.88,7.14
1000,6037231220,3824,Los Angeles,16.5,76.1,7.4,72.7,1.3,21.6,0.4,2.7,1.4,90037,Los Angeles,48.41,Yes,0.046,12.89,41.183,664.07,0,3735.935926,1296.95,1.3,0,0.05,0,0,48.07,5.92,66.9,7.22,7.91,50.1,20.8,67.4,10.2,37.9,78.84,8.18
1001,6037543802,7126,Los Angeles,11.8,73.2,15,33.1,7.2,8.2,0.1,48.5,2.9,90745,Carson,48.39,Yes,0.042,11.63,23.92,182.06,0,7556.998068,596.63,26.25,32.1,0.26,14,7.8,58.16,7.16,60.31,8.5,9.96,17.2,15.9,32,6.6,16.2,65.14,6.76
1002,6037237401,3616,Los Angeles,14.4,77.7,7.9,65.4,0.9,32.4,0,0.2,1,90044,Los Angeles,48.37,Yes,0.046,12.05,24.829,664.07,0,4119.863002,873.97,2.55,5,0.01,0,0,45.42,5.59,115.42,7.28,12.3,31,9.5,57.6,10.1,36.4,83.38,8.65
1003,6071001702,4827,San Bernardino,14.1,75.1,10.8,57.1,30.4,5.5,0.3,5.2,1.4,91762,Ontario,48.35,Yes,0.06,12.89,29.587,907.05,0.49,5827.48556,621.96,2.75,0,0.01,0,1.25,54.51,6.71,65.24,6.2,12.15,19.2,3.3,37.2,13.2,23,69.45,7.2
1004,6037572700,5499,Los Angeles,13.4,74.3,12.3,37.8,3.7,9.4,0.2,45.6,3.2,90810,Long Beach,48.35,Yes,0.042,11.21,31.85,220.01,0,20466.80458,1167.61,1.2,23.05,3.135,22,0.2,55.67,6.86,69.64,6.15,9.19,21.5,11.7,48.1,12.7,14.6,67.99,7.05
1005,6037407302,3501,Los Angeles,13.5,75.6,10.9,89.7,4.3,0.8,0.2,4.7,0.3,91744,La Puente,48.34,Yes,0.051,11.63,18.49,811.58,0,55623.18871,815.39,13.2,5.3,0.07,2,0,53.16,6.55,68.67,5.18,10.73,35.2,16.3,41.3,14.6,17.5,71.19,7.38
1006,6037121221,2365,Los Angeles,13.4,77.7,8.9,83.3,7.7,1.2,0.2,6.3,1.4,91352,Sun Valley,48.34,Yes,0.055,12.05,23.292,618.05,0,997.3250306,2354.88,12,1.5,0.27,4,6.1,61.49,7.57,77.04,2.93,8.41,40.2,14.5,39.7,12.9,24.5,61.54,6.38
1007,6107000502,3405,Tulare,19.9,71.4,8.7,87.1,10.3,0.1,0.2,1.6,0.7,93618,Dinuba,48.32,Yes,0.065,15.82,9.049,675.79,5544.9,526.7907007,243.51,10,25.05,0.05,0,0.25,55.29,6.81,42.92,6.13,9.57,44,16.1,62,14.2,12.8,68.42,7.1
1008,6071001706,6231,San Bernardino,17.8,77.3,4.9,74.8,11.7,7.2,0.1,4.3,1.9,91762,Ontario,48.32,Yes,0.062,12.89,29.59,840.14,2.97,5539.186075,471.94,9,3.75,0.07,0,0.2,57.75,7.11,69.05,4.64,12.77,31.8,11.8,51.4,9.8,13.5,65.5,6.79
1009,6107000401,5193,Tulare,19.5,73.6,6.9,81.3,13.7,0.2,0.3,3.4,1,93618,Dinuba,48.3,Yes,0.065,15.82,7.178,868.53,6032.53,575.8016655,353.48,2.6,28,0.125,0,0,55.96,6.89,41.53,5.57,9.16,38.7,17.3,62.7,14.8,16.9,67.58,7.01
1010,6065040503,3876,Riverside,9.5,65.7,24.8,51.1,33.2,10.5,0.3,3.2,1.8,91752,Mira Loma,48.29,Yes,0.062,14.15,25.02,743.05,0,5247.074313,1104.34,16.9,2,0.725,0,2,62.85,7.74,29.77,8.99,7.8,23.8,6.4,50,7.5,36.8,60.15,6.24
1011,6071003102,5466,San Bernardino,22.2,74.1,3.7,86.8,7.3,3.4,0.2,2,0.4,92335,Fontana,48.29,Yes,0.065,12.89,35.488,516.07,0,4541.418192,543.02,6.75,0,0.16,0,0,49.87,6.14,74.3,4.21,13.02,53,34.4,67.2,10.3,23.8,75.81,7.86
1012,6013311000,5001,Contra Costa,17.3,75.4,7.3,52.4,11.4,18.4,0.7,13.7,3.5,94565,Pittsburg,48.28,Yes,0.038,7.85958451,18.644,136.89,0,768.2458365,1255.74,14.4,8.5,1,12,1,44.96,5.54,150.18,6.77,14.45,23.6,7.6,49.6,19.6,27.2,84.06,8.72
1013,6047001901,5739,Merced,18.4,72.8,8.8,88.7,9.3,0.4,0.1,1.3,0.3,95340,Merced,48.26,Yes,0.057,12.89,3.525,589.06,128.36,108.7912377,163.77,1,10,0,5,4,46.62,5.74,147.82,4.06,21.26,54.8,26.8,69,25.6,18.8,81.04,8.4
1014,6047001700,6335,Merced,21.1,70.3,8.6,52.7,30.3,4.5,0.5,9.4,2.4,95341,Merced,48.25,Yes,0.057,12.89,16.001,622.02,5.05,23.58294821,550.39,0,23,0.1,2,0,47.52,5.85,85.81,5.32,12.95,29.4,9.8,68.6,18,23.9,79.49,8.24
1015,6075023400,3660,San Francisco,16.2,74.2,9.6,33.5,3.5,33,0.2,25.2,4.8,94124,San Francisco,48.25,Yes,0.03,8.69794377,65.555,171.2,0,203.1425692,552.72,22.75,21.75,0.025,11,13.8,45.01,5.54,135.72,8.02,9.53,36.5,17.4,56.4,14.9,23.2,83.91,8.7
1016,6065041408,4017,Riverside,18.1,76.8,5.1,51.5,27.8,10.8,0.5,5.3,4.2,92505,Riverside,48.21,Yes,0.062,12.89,26.669,960.39,0,3536.06157,1878.33,9.5,11,0.1,0,0,60.55,7.46,45.69,7.47,9.04,18.3,4.7,47.7,9.1,21.1,62.34,6.46
1017,6059011602,5237,Orange,15.5,72.7,11.8,78.9,14.8,1.7,0.1,3.8,0.7,92831,Fullerton,48.19,Yes,0.046,11.21,27.719,555.67,0,13775.17363,3338.69,114,107.75,11.41,0,20,69.42,8.55,40.95,4.81,7.43,33.3,15.7,48.7,8.8,17.3,54.34,5.64
1018,6019008200,6978,Fresno,22.1,72,5.9,91.3,7.1,0.1,0.2,0.9,0.4,93608,Cantua Creek,48.18,Yes,0.057,13.75,2.705,688.34,2479.12,406.6635356,117.9,5,22.5,0.01,4,1,52.86,6.51,48.09,4.56,11.91,63.4,34,76,9.9,20.7,71.35,7.4
1019,6071004301,4677,San Bernardino,17,73.3,9.7,68,6.5,21.9,0.2,2.3,1.2,92410,San Bernardino,48.17,Yes,0.065,12.89,13.2,735.46,0,1600.662394,403.39,0.25,0,0.1,1,0.2,43.1,5.31,82.24,7.53,11.75,40.7,13.4,60.5,19,32.2,87.49,9.07
1020,6037221302,4403,Los Angeles,14.3,78.8,6.9,67,4.8,18.4,0.2,8.1,1.6,90019,Los Angeles,48.15,Yes,0.046,12.89,29.76,664.07,0,2824.213004,1149.88,9.1,0,0,0,0,47.4,5.84,55.48,7.31,7.03,47.4,30.6,82.8,20.8,30.8,79.53,8.25
1021,6095250701,2962,Solano,14.4,73.8,11.8,35.9,19.3,30.3,0.7,10.4,3.4,94590,Vallejo,48.15,Yes,0.035,7.85958451,9.189,166.14,0.59,1704.655465,692.63,14.55,59.55,1.235,12,0.5,45.72,5.63,166.21,7.67,13.17,20.9,9.7,52,15.2,20.7,82.44,8.55
1022,6037120400,6272,Los Angeles,13,76.3,10.7,56.7,17.7,2.8,0.2,20.6,2,91402,Panorama City,48.14,Yes,0.055,11.21,18.142,618.05,0,881.2688501,1249.86,1,3.5,5.035,4,0.5,52.38,6.45,84.58,4.23,9.36,27.9,20.3,54.6,14.5,30.9,71.95,7.46
1023,6067002000,2376,Sacramento,5.5,81.2,13.3,16.8,39.1,3.4,1.2,34.8,4.7,95818,Sacramento,48.12,Yes,0.046,9.53630303,29.862,80.01,0,450.0573237,1199.16,42.6,100.1,0.1,16,0.5,53.06,6.54,62.83,5.93,8.78,16.7,15.4,54,12.6,26.6,71.01,7.36
1024,6029004301,7416,Kern,22.2,72.9,4.9,84.7,11.4,2.3,0.2,0.7,0.7,93280,Wasco,48.12,Yes,0.062,18.76,4.317,769.19,1692.14,590.6523295,230.62,8.3,21,0,0,10,56.69,6.98,37.84,5.48,9.41,48.2,20.9,60.6,16.1,13.3,66.44,6.89
1025,6081611900,10325,San Mateo,17.1,75.8,7.1,56.9,6.8,19.8,0.1,13.3,3.1,94303,Palo Alto,48.11,Yes,0.033,9.53630303,15.11,574.37,0,170.4151511,1708.38,20.1,104,0.27,12,6.75,54.55,6.72,69.6,5.61,7.72,35.4,14.6,45.6,11.8,24.3,69.04,7.16
1026,6037302201,3856,Los Angeles,7.2,69.7,23.1,14.5,68.8,1,0,12,3.7,91205,Glendale,48.11,Yes,0.051,12.05,23.307,904.35,0,2124.9602,929.87,12,0,0.525,0,1.7,55.45,6.83,34.92,5.26,8.76,32.1,47.9,60.6,11.9,32.3,67.92,7.04
1027,6037408202,2037,Los Angeles,15.6,76.3,8.1,86.3,5.4,0.2,0.2,7.1,0.7,91745,Hacienda Heights,48.1,Yes,0.05,11.63,22.332,807.99,0,23390.07067,1405,45,172.35,13.12,6,12.5,74.85,9.22,43.15,3.98,8.14,29.6,8.1,43.8,8.7,19.6,50.31,5.22
1028,6037234700,3888,Los Angeles,12.9,74.6,12.5,38.3,1.1,57.6,0.4,0.6,2,90043,Los Angeles,48.1,Yes,0.046,12.05,16.12,701.44,0,3245.355351,881.1,0.9,0,0.425,0,8.5,49.82,6.14,121.88,10.23,9.07,30.3,3.3,52.6,9.9,30.3,75.58,7.84
1029,6037533502,2143,Los Angeles,16.5,78,5.5,98.4,1.1,0.2,0.1,0.2,0,90255,Huntington Park,48.1,Yes,0.046,12.05,23.1,308.09,0,12114.59179,1301.13,14.3,4.5,0.135,7,0,54.3,6.69,59.19,3.89,11.02,55.7,37.7,45.2,10.5,26.5,69.34,7.19
1030,6025011100,3685,Imperial,15.8,72.6,11.6,66.7,27.1,2.3,0.1,1.6,2.1,92243,El Centro,48.09,Yes,0.053,8.69794377,2.08,469.57,991.38,67.55181504,379.73,17,57.25,0,21,8,51.35,6.33,104.62,4.62,13.35,32.8,20.1,54.9,14.9,12.5,73.31,7.6
1031,6037530302,6556,Los Angeles,14.8,74.5,10.7,96.3,2.1,0.1,0.1,1.1,0.3,90022,Los Angeles,48.05,Yes,0.046,12.05,33.38,645.35,0,13227.66914,1339.86,0,3,0.1,0,0,49.2,6.06,62.41,5.17,12.06,41.6,16,54,14.7,24.5,76.46,7.93
1032,6037191410,5092,Los Angeles,12.5,77.1,10.4,73.1,6,3.6,0.1,15.8,1.4,90029,Los Angeles,48.04,Yes,0.048,12.89,29.34,664.07,0,2946.429293,946.85,0.5,7,0.135,0,0.5,51.23,6.31,66.96,4.46,10.04,39.9,28.7,67.2,11.9,25.8,73.41,7.61
1033,6037121600,3005,Los Angeles,10,75.3,14.7,36.1,36.8,1.8,0.1,22.4,2.8,91605,North Hollywood,48.03,Yes,0.055,11.63,21.73,618.05,0.02,1009.447872,2535.48,12.6,12.45,0.97,4,1.2,62.54,7.7,78.9,4.71,13.7,13.1,11.3,20.2,6.1,22.6,60.12,6.23
