,census_tract_number,total_population,california_county,children_10_percent,pop_11_64_years_percent,elderly_65_percent,hispanic_percent,white_percent,african_american_percent,native_american_percent,asian_american_percent,other_percent,zip,nearby_city,ces_3_0_score,sb_535_disadvantaged_community,ozone,pm2_5,diesel_pm,drinking_water,pesticides,tox_release,traffic,cleanup_sites,groundwater_threats,haz_waste,imp_water_bodies,solid_waste,pollution_burden,pollution_burden_score,asthma,low_birth_weight,cardiovascular_disease,education,linguistic_isolation,poverty,unemployment,housing_burden,pop_char,pop_char_score
4818,6075016200,2541,San Francisco,3.2,86.7,10.1,13.3,60.3,6.7,0.4,15.5,3.8,94102,San Francisco,19.56,No,0.03,8.69794377,67.68,171.2,0,222.2824324,762.12,14.4,3,3.835,0,0,35.97,4.43,122.23,2.02,8.05,2.1,5,26.3,3,32.7,42.56,4.41
4819,6073018518,3175,San Diego,14.4,77.6,8,61.1,26.4,2.9,0.5,6.1,3,92056,Oceanside,19.56,No,0.042,9.53630303,16.12,502.47,0,51.91119265,1224.45,7,1,0.15,3,0,36.02,4.44,34.45,2.63,6.96,24.3,13,44,6.2,24.2,42.5,4.41
4820,6037408723,2825,Los Angeles,9.6,78.8,11.6,31.3,11.4,0.9,0.1,54.8,1.5,91748,Rowland Heights,19.56,No,0.05,11.63,6.616,271.22,0,10040.04632,852.32,0,1.5,0.07,0,0,34.3,4.22,30.74,3.88,6.63,18.7,28.2,46.6,9.6,14.9,44.63,4.63
4821,6033000900,6059,Lake,10.5,70,19.5,13.3,79.8,1.6,1.4,1.3,2.6,95451,Kelseyville,19.54,No,0.04,4.50614746,1.234,460.88,12.23,0.013693843,168.36,12.2,8,5,2,1,31.86,3.92,51.52,3.57,8.8,10,2.7,41.7,11.3,21.5,48.01,4.98
4822,6059063301,2941,Orange,8.1,86.2,5.7,13.6,77.5,0.9,0.3,4.4,3.3,92627,Costa Mesa,19.54,No,0.044,10.37,15.583,155.97,0,5962.887423,834.82,15.4,29,0.16,0,2,45.58,5.61,45.2,1.47,6.89,3.5,0.7,29.5,10,24.5,33.56,3.48
4823,6065042004,3165,Riverside,8.7,75.5,15.8,23.9,63.1,5.3,0.4,4.8,2.5,92506,Riverside,19.54,No,0.062,12.47,8.461,904,0.98,1979.302824,538.56,0,0,0,1,0,42.55,5.24,44.95,4.49,7.08,9.1,1.1,15.1,8.8,16.7,35.94,3.73
4824,6095251903,5308,Solano,13.2,76.1,10.7,26,6.6,37.8,0,25,4.7,94589,Vallejo,19.54,No,0.035,7.85958451,13.32,165.32,0,1551.341146,1162.37,0,0,0,1,0,22.34,2.75,223.3,7.44,14.98,10.9,3.2,36.5,6.6,18.6,68.47,7.1
4825,6071010421,6057,San Bernardino,19.1,74.3,6.6,24.4,55.3,8.9,0.8,5.5,5.1,92277,Twentynine Palms,19.53,No,0.062,4.92532709,1.409,449.57,0,1.428108513,249.8,0,60,0.5,0,0,26.44,3.26,38.79,4.78,13.43,13.3,2.3,58.3,19.8,14.9,57.84,6
4826,6043000101,3929,Mariposa,10.1,65.9,24,10.8,81.3,0.9,3,1.2,2.7,95338,Mariposa,19.53,No,0.057,8.69794377,0.124,574.93,0.01,0.577193929,103.44,0.4,15,0,3,18,31.55,3.89,36.24,3.55,9.16,17.6,4.9,41.1,15.9,17,48.46,5.03
4827,6111005906,6695,Ventura,11.7,71.9,16.4,9.9,75.9,1.3,0.1,9.4,3.4,91361,Westlake Village,19.5,No,0.05,9.53630303,5.539,499.81,0.04,95.37328159,1786.73,0.5,15,0.5,16,2,48.38,5.96,16.39,6.6,6.83,3.7,2.1,9.7,5.4,19.2,31.56,3.27
4828,6085504411,5450,Santa Clara,13,75.6,11.4,18.2,19.4,1.5,0.3,57.7,2.9,95132,San Jose,19.5,No,0.038,10.37,22.22,467.49,0,172.1355861,428.58,7.1,17,0.03,0,0,32.51,4,28.34,5.61,7.2,16.5,17.6,20.3,12,11.5,46.95,4.87
4829,6037265202,3611,Los Angeles,6.1,73.1,20.8,5.4,68.7,1.3,0.1,19.9,4.6,90024,Los Angeles,19.5,No,0.046,12.05,38.73,588.45,0,1374.604343,2815.28,20.25,0.3,0.185,0,0,52.38,6.45,13.51,3.96,6.37,2.9,6.2,26.3,6.6,26.9,29.14,3.02
4830,6007000501,4333,Butte,8,82.3,9.7,15.3,75.8,1.8,0.5,3.2,3.4,95973,Chico,19.5,No,0.048,9.53630303,11.124,698.66,323.4,9.582533594,235.65,1,0,0,2,0,33.15,4.08,36.94,4.87,7.11,8.5,3.7,43.6,11.5,20.1,46.04,4.77
4831,6037910716,6117,Los Angeles,15.2,78.9,5.9,53.4,24.6,15.5,0.3,3.6,2.6,93550,Palmdale,19.5,No,0.062,6.18286598,5.31,243.83,0,11.44258813,1077.03,0,0,0,0,0,20.8,2.56,103.23,6.61,12.74,21.1,4.4,40.1,7.3,32.7,73.38,7.61
4832,6013302010,10039,Contra Costa,14.6,78.8,6.6,28.3,56.4,4.7,0.3,6.2,4,94561,Oakley,19.49,No,0.042,7.85958451,24.932,189.22,9.66,183.2179403,324.31,2.15,3,0.025,8,0,32.93,4.06,90.16,4.35,13.03,8.7,1,11,5.5,15.1,46.34,4.81
4833,6037108103,3256,Los Angeles,8.2,75.6,16.2,8.9,56.8,1.5,0,29.9,2.9,91326,Porter Ranch,19.48,No,0.06,10.37,16.366,618.05,0,372.7749794,1677.69,0,0,0.1,3,0,42.73,5.26,25.75,12.04,6.28,4.1,10.7,4.9,7.5,7.1,35.7,3.7
4834,6071010413,5979,San Bernardino,12.3,66.9,20.8,19.8,71.9,2.7,0.8,1.8,3,92256,Morongo Valley,19.48,No,0.065,4.50614746,1.864,842.32,0,1.008159989,655.48,0,3,0.01,0,0,25.86,3.19,56.53,4.45,13.34,14.9,1.5,48.8,13.5,18.1,58.98,6.12
4835,6065044907,4989,Riverside,20.5,75.9,3.6,87.3,7.8,1.9,0.1,1.8,1,92234,Cathedral City,19.48,No,0.068,7.02122524,9.172,558.52,0.24,0.118895276,408.55,0,0,0,0,0,23.62,2.91,41.06,5.14,8.55,40.2,21.1,67.4,8.6,24.4,64.56,6.7
4836,6037463400,5752,Los Angeles,9.3,77.7,13,21.7,45.6,6.3,0.2,22.1,4,91107,Pasadena,19.47,No,0.053,10.79,16.117,606.62,0,3271.10616,709.94,3.8,0,0.6,0,0,42.75,5.27,25.8,5.27,5.58,5.2,11.9,26.5,9,12.6,35.66,3.7
4837,6019005516,5527,Fresno,9.9,77.2,12.9,18.7,63.6,2.8,0.3,11.3,3.3,93720,Fresno,19.47,No,0.065,15.4,18.645,681.2,0,2352.245998,336.51,0,0,0,1,0.2,41.5,5.11,35.09,4.93,6.44,2.6,3.8,18.8,12.7,16.4,36.72,3.81
4838,6013359203,6726,Contra Costa,10.6,75.7,13.7,18.2,17.8,19.6,0.3,39.4,4.7,94547,Hercules,19.47,No,0.033,7.85958451,10.754,70.6,0,915.6882763,803.07,7.5,0,0.25,10,0,30.86,3.8,60.14,6.09,7.74,6.3,12.1,15.8,6.9,14.3,49.38,5.12
4839,6027000400,5668,Inyo,14.3,71.9,13.8,26.7,49.9,0.4,19.1,1.3,2.5,93514,Bishop,19.47,No,0.062,4.50614746,0.947,588.85,1.63,0,487.98,0,5,0.2,0,0,28.25,3.48,51.49,6.35,8.78,15.2,2.1,44.6,4.8,19.9,53.95,5.59
4840,6037265520,4561,Los Angeles,7.9,77,15.1,5.7,69.3,2.1,0.2,18,4.8,90024,Los Angeles,19.46,No,0.046,12.05,38.73,588.45,0,1402.889538,2578.44,11.5,0.75,0.16,0,2.7,54.99,6.77,11.01,4.68,4.72,2.6,1.8,20.9,11.6,22.7,27.71,2.87
4841,6085504806,2930,Santa Clara,12.8,74.8,12.4,36.9,17.7,2.1,0.2,40.1,2.9,94089,Sunnyvale,19.46,No,0.035,10.37,18.786,256.91,0,508.0677961,2197.11,37.65,29.75,0.215,0,0,44.1,5.43,37.66,4.21,5.95,14.6,9,19.2,7.6,12.8,34.54,3.58
4842,6073014901,4243,San Diego,12,74.7,13.3,18.2,63.4,8.4,0.5,4.4,5.1,91941,La Mesa,19.45,No,0.044,11.21,21.104,314.14,0,124.5909762,1696.15,4.9,4,0.01,0,0,35.72,4.4,35.26,5.94,5.35,5,2.6,26.8,11.6,23.4,42.63,4.42
4843,6037271702,4134,Los Angeles,13.3,77,9.7,13.8,41,4.2,0.1,36.9,4,90034,Los Angeles,19.45,No,0.046,12.05,32.222,588.45,0,1604.113306,4378.68,0,3,0.025,0,2,48.76,6.01,31.62,3.04,7.76,2.4,11.3,29.1,3.6,18.4,31.22,3.24
4844,6037408503,6317,Los Angeles,9.4,72.1,18.5,36.2,21.7,1.5,0,39.5,1.1,91745,Hacienda Heights,19.43,No,0.048,12.05,5.41,780.59,0,8254.24966,411.24,0,0,0,0,0.25,34.85,4.29,43.83,4.72,9.25,10.5,12.9,14.1,5.7,14.1,43.65,4.53
4845,6037910810,2765,Los Angeles,12.1,81.8,6.1,24.1,61.9,2.6,0.3,8.7,2.4,91390,Santa Clarita,19.43,No,0.06,8.27876414,4.124,744.26,0,16.51589763,1073.36,17,1.5,0,1,0,34.02,4.19,35.51,6.08,9.99,8,2.9,13.7,4.9,19.4,44.71,4.64
4846,6013331000,7013,Contra Costa,11.5,76.8,11.7,23.7,57.7,2.8,0.3,11.7,3.8,94519,Concord,19.41,No,0.038,7.85958451,15,76.79,0,986.1353577,665.91,13,24,0.01,0,0,29.38,3.62,66,5.09,7.97,12.8,6.6,33.2,9.4,12.7,51.72,5.36
4847,6001451504,1509,Alameda,11.8,80.8,7.4,17,67.3,2.4,0.1,8.7,4.4,94551,Livermore,19.39,No,0.04,8.69794377,28.34,418.26,0.1,132.412555,1419.8,12,32,0.125,0,1,45.48,5.6,35.77,2.59,10.45,9.1,3.6,18,2.4,17.9,33.37,3.46
4848,6083002606,3344,Santa Barbara,27.7,72.1,0.2,18.6,60,8.5,0.2,6.5,6.2,93437,Lompoc,19.38,No,0.038,4.50614746,0.917,566.55,29.32,2.942991813,341.42,26,346.5,11,7,11.5,46.88,5.77,31.05,3.35,7.48,2.7,0.6,32.2,14.3,16.2,32.36,3.36
4849,6073014002,4488,San Diego,14.6,74.7,10.7,39.9,32.9,12.6,0.5,9.8,4.4,91945,Lemon Grove,19.38,No,0.042,11.21,15.17,356.49,0,171.8264076,1388.87,0,5.5,0.2,0,0,34.38,4.23,50.96,4.47,5.84,18.4,8.7,28.2,9,16.6,44.12,4.58
4850,6001450603,4657,Alameda,14.5,75.1,10.4,11.1,64.1,1.2,0.3,19,4.3,94588,Pleasanton,19.38,No,0.038,8.69794377,16.814,160.48,3.65,215.1041254,1805.59,4.45,4.55,0.225,2,0,38.42,4.73,32.59,6.42,7.1,5.5,7.4,13.2,6.5,14.8,39.48,4.09
4851,6111007800,4119,Ventura,15.6,76.4,8,38.8,41.8,1.7,0.1,13.8,3.7,93065,Simi Valley,19.38,No,0.053,9.53630303,7.11,233.83,0,38.59510413,595.21,0,3,0,11,0,27.91,3.44,41.29,4.43,11,26,13,45.3,6.2,16.1,54.35,5.64
4852,6037277000,5395,Los Angeles,11.3,71.1,17.6,14,66.2,3.3,0.2,11.7,4.7,90045,Los Angeles,19.37,No,0.046,12.05,32.542,586.15,0,2238.735971,1448.81,9.9,59.75,0.145,0,0.5,56.57,6.97,39.1,3.09,8.64,2.4,3.7,10.6,5.9,12.3,26.81,2.78
4853,6001450602,8722,Alameda,11.8,77,11.2,9,60.1,1.7,0.2,24.8,4.1,94588,Pleasanton,19.37,No,0.038,8.69794377,15.745,363.29,0.11,199.664831,1494.11,15.7,18.75,0.25,2,0,42.68,5.26,30.34,6.8,6.83,4.1,4.9,8.6,6,13.9,35.54,3.69
4854,6059099417,4031,Orange,8.4,78.3,13.3,11.2,75.1,0.7,0.3,10.1,2.6,92649,Huntington Beach,19.37,No,0.044,11.21,9.874,272.01,0,9006.248661,741.37,7.5,3,0,10,0,40.15,4.95,20.43,7.69,5.58,4.4,4.6,12.6,12.6,15.5,37.76,3.92
4855,6085504413,1714,Santa Clara,14.8,67.6,17.6,4,13.9,1.6,0.1,77.5,2.9,95035,Milpitas,19.36,No,0.035,10.37,29.355,118.73,0,163.2852786,363.11,22,17,0.12,0,0.4,34.19,4.21,25.78,5.79,7.73,10,26.5,16.9,3.7,19.9,44.34,4.6
4856,6037300200,5546,Los Angeles,10.3,76.4,13.3,8.9,54.1,0.6,0.2,33.6,2.6,91214,La Crescenta,19.36,No,0.053,11.21,3.998,355.72,0,1217.714243,542.33,0,20.3,0,2,0.2,34.55,4.26,41.31,6.11,8.8,4.8,12.5,14.8,4,12.6,43.87,4.55
4857,6085508504,7701,Santa Clara,15.1,76.9,8,18.7,20.8,2.3,0.2,55.7,2.2,94086,Sunnyvale,19.35,No,0.035,10.37,24.747,371.43,0,266.0179321,710.46,5.6,23.55,0.085,0,0,36.43,4.49,19.99,7.1,4.89,10.1,10.1,31.3,9.5,14.6,41.59,4.31
4858,6059052524,7952,Orange,14.7,78.1,7.2,21.1,45.2,2.4,0.1,26.7,4.5,92782,Tustin,19.35,No,0.048,10.37,17.943,373.79,0,31616.4364,2226.96,4.45,0,0.15,0,0,44.25,5.45,18.99,4.31,5.27,9.9,5.4,30.3,9.4,24.5,34.23,3.55
4859,6073003213,4193,San Diego,10.8,79.1,10.1,20.8,7.8,12.3,0.1,55,3.9,92139,San Diego,19.34,No,0.04,11.63,9.623,287.77,0,289.7174228,897.81,0,8,0,0,4,31.93,3.93,63.94,5.63,8.98,12.8,7.6,16.7,3.1,9.9,47.42,4.92
4860,6059099225,3348,Orange,9.7,72.3,18,8.3,45.8,0.6,0.2,41,3.9,92708,Fountain Valley,19.34,No,0.044,10.79,22.5,251.44,0.42,12614.26578,704.16,0,7.75,0.05,0,0,39.37,4.85,29.56,5.24,7.15,8.8,10.2,20.2,5.3,16.5,38.46,3.99
4861,6059110008,4374,Orange,10.2,72.7,17.1,12,74.1,1.2,0.3,8.6,3.8,90720,Los Alamitos,19.33,No,0.044,11.21,18.768,258.67,1.24,8683.078453,3879.87,0,6.5,0.5,6,0.5,53.44,6.58,18.77,7.31,4.71,3.7,2.5,8,6.6,15.8,28.32,2.94
4862,6075025403,4267,San Francisco,12.5,75.9,11.6,37.4,26.3,7.1,0.3,25.9,3,94110,San Francisco,19.33,No,0.03,8.69794377,50.758,171.2,0,197.6804519,1484.55,1.75,0,0.06,0,1.25,31.21,3.84,39.86,4.92,4.88,18.8,17.7,33.2,13.2,17.1,48.48,5.03
4863,6059011707,6045,Orange,11.7,76.7,11.6,17,53.1,2.3,0.1,24.9,2.6,92835,Fullerton,19.32,No,0.048,11.21,16.05,562.52,0,10982.47174,2091.78,4,10.5,0.02,0,0,46.85,5.77,21.96,5.56,6.54,2.5,7.5,19.4,5.4,16.7,32.29,3.35
4864,6037910707,4329,Los Angeles,16.5,76.2,7.3,51.3,24.6,18.1,0.4,2.3,3.3,93550,Palmdale,19.31,No,0.062,6.18286598,6.224,243.83,0,9.309038643,713.31,0,0,0,0,0,19.05,2.35,106.26,6.52,13.06,24.5,4.6,48.4,14.7,27.1,79.35,8.23
4865,6065041912,5776,Riverside,13.6,79.9,6.5,25,47.8,3.3,0.2,20.4,3.4,92882,Corona,19.31,No,0.057,12.47,14.551,770.95,0,5562.91747,730.14,10.2,0,0.285,1,0,51.03,6.29,26.95,4.49,8.64,4.3,2.7,13.1,7.2,12.1,29.62,3.07
4866,6037139502,3007,Los Angeles,12.1,69,18.9,8.6,77.3,1.5,0,5.3,7.3,91316,Encino,19.29,No,0.057,10.37,19.66,618.05,0,598.0262795,1862.86,0,0,0.05,2,1,44.73,5.51,36.28,3.42,6.14,7.8,20.6,16.3,4.4,21.6,33.77,3.5
4867,6059011715,6369,Orange,10.7,67.9,21.4,16.7,65.3,1.1,0.3,13.7,2.8,92870,Placentia,19.29,No,0.048,11.21,17.82,392.85,0,15581.48172,532.31,0.7,0,0.025,0,0,35.41,4.36,34.78,1.97,10.68,6.9,7.3,22.2,10.5,22.4,42.65,4.42
4868,6073016702,6944,San Diego,13.6,76,10.4,21.5,70.8,1.4,1.1,1.6,3.5,92040,Lakeside,19.29,No,0.044,11.21,9.417,334.52,0,92.98909536,677.88,5,9.8,0.01,1,2.5,34.59,4.26,42,5.57,8.1,12.4,3.5,29.1,8.7,5.3,43.66,4.53
4869,6053011303,3775,Monterey,14.6,74.2,11.2,55.2,41.7,0.8,0.2,0.6,1.5,93927,Greenfield,19.29,No,0.04,3.54086032,0.404,598.89,415.98,0.00324564,122.44,0,6,0,8,9.2,30.39,3.74,29.23,4.6,8.17,34.3,13.4,46.1,11.3,10.3,49.69,5.15
4870,6089012000,4648,Shasta,15.5,74.4,10.1,12.2,75.2,0.7,4.3,3.3,4.2,96007,Anderson,19.28,No,0.046,6.18286598,6.796,425.87,0,7.009628415,453.31,0.7,12,0.11,2,0,24.29,2.99,60.42,3.98,11.43,20.2,1.7,60.8,13.9,26.9,62.16,6.45
4871,6037920013,4306,Los Angeles,10.1,70.3,19.6,23.6,64.9,1.6,0.3,7.1,2.4,91350,Santa Clarita,19.28,No,0.065,9.95548266,32.432,696.69,0,43.3526267,830.66,37.3,7.8,0.26,7,6.2,60.41,7.44,25.87,2.44,8.55,10.6,1.5,8.7,10,7.3,24.98,2.59
4872,6037700901,3856,Los Angeles,10.4,76.1,13.5,6.7,72.4,2.3,0,13.2,5.4,90035,Los Angeles,19.27,No,0.048,12.05,24.915,677.73,0,1680.012973,1414.67,2,11.75,0.06,0,0.2,50.25,6.19,25.55,4.53,5.32,3.7,9.8,20.7,6.3,19.4,30.01,3.11
4873,6073018611,8052,San Diego,16.1,73.8,10.1,35.5,44,3.5,0.2,12.9,3.9,92057,Oceanside,19.26,No,0.044,8.27876414,9.546,561.36,12027.06,43.95926823,283.08,12,5,0.01,5,3,41.26,5.08,25.31,6.25,4.92,9.3,3.1,24,8.3,17.2,36.55,3.79
4874,6017031200,5193,El Dorado,9.5,69.7,20.8,12.7,80.7,1,1.3,1.5,2.8,95667,Placerville,19.26,No,0.057,8.27876414,2.457,145.87,0.42,2.561766201,480.45,0,19.5,0.3,0,1.2,29.19,3.6,49.01,5.81,8.74,10.1,2,29.6,9.9,18.1,51.66,5.36
4875,6113010602,5615,Yolo,5.5,86,8.5,17,55.5,2.5,0.5,19.9,4.6,95616,Davis,19.26,No,0.044,7.85958451,8.814,847.65,16.98,47.37340598,1029.96,10.5,93,0.16,0,0.5,46.86,5.77,19.74,3.07,5.51,9.5,7.3,55.8,4.2,31.3,32.17,3.34
4876,6073015601,5937,San Diego,13.6,76.6,9.8,25.7,63.7,3.8,0.5,2.3,4,92019,El Cajon,19.25,No,0.046,11.21,8.777,314.14,0,120.339943,642.47,0.25,10,0,0,0,27.48,3.38,32.86,5.49,6.32,22.2,10.2,41.1,13.9,24.8,54.85,5.69
4877,6037571000,5747,Los Angeles,12.1,75.6,12.3,23.8,61.6,2.5,0.2,8.2,3.6,90713,Lakewood,19.25,No,0.044,11.21,12.89,314.99,0.82,5507.270774,643.4,2,0,0,3,5,42.25,5.2,39.47,4.19,9.13,9.5,0,11.1,10.2,12.9,35.67,3.7
4878,6087123300,1741,Santa Cruz,15.2,75.3,9.5,60.3,36.2,0.3,0.1,1.2,1.8,95076,Watsonville,19.25,No,0.04,6.18286598,3.75,790.76,15867.83,2.007849326,351.25,0,19.6,0.1,13,7,43.5,5.36,34.54,3.16,4.46,26.4,17.8,35.2,0.6,19.1,34.64,3.59
4879,6071008800,6382,San Bernardino,15.1,75.6,9.3,32.5,62.8,0.9,0.5,1.1,2.2,92399,Yucaipa,19.24,No,0.068,9.1171234,6.228,178.04,0,232.4094417,457.83,6,0,0,0,1,27.17,3.35,41.98,5.71,11.17,12.6,3.1,39.9,9.4,16.1,55.44,5.75
4880,6085505700,5751,Santa Clara,11,81.1,7.9,24.3,52.8,3,0.3,15.9,3.7,95050,Santa Clara,19.24,No,0.035,10.37,28.365,501.44,0,191.670432,603,9.2,52.6,0.645,0,0,42.4,5.22,31.89,3.78,6.93,6.6,6,35.7,6.8,20.8,35.53,3.68
4881,6095252706,3844,Solano,16.8,77.3,5.9,22.5,30.1,16.4,0.4,23.9,6.7,94585,Suisun City,19.24,No,0.04,7.85958451,10.705,358.18,0,643.4867599,406.21,14,6.75,0.335,4,0,33.41,4.12,80.87,3.61,8.91,15.9,4.1,21.9,8.2,11.2,45.09,4.68
4882,6037141400,4412,Los Angeles,11.1,68.8,20.1,9.3,78.4,3.4,0.1,5.8,3,91436,Encino,19.22,No,0.055,11.21,24.707,618.05,0,794.3565878,4208.16,4,0,0,7,0,49.88,6.14,22.39,4.09,6.3,2.3,8.9,25.2,5.7,23.7,30.16,3.13
4883,6073014601,4795,San Diego,12.4,73.3,14.3,26.4,53,10.9,0.5,5,4.3,91941,La Mesa,19.22,No,0.042,11.21,19.972,314.14,0,134.3362223,579.99,4.5,26.1,0.11,1,3.5,41.33,5.09,37.69,4.12,5.25,13.7,5.6,34.6,7.6,18.3,36.4,3.78
4884,6095252312,3368,Solano,10.4,74.9,14.7,19.1,48.2,12.6,0.5,13.4,6.3,94534,Fairfield,19.21,No,0.04,7.85958451,19.348,203.72,0,682.8867881,1661.62,0,0,0,1,0,25.86,3.19,54.46,7.03,9.53,7.5,4.2,29.4,9.9,18.1,58.17,6.03
4885,6111002901,5455,Ventura,12.6,72.8,14.6,46.8,35.7,3.8,0.2,11.1,2.4,93036,Oxnard,19.21,No,0.044,9.53630303,8.863,621.57,11782.07,169.0964883,560.54,3.5,6,0,1,1,40.86,5.03,38.4,5.64,6.44,15,4.7,15.5,5.5,11.1,36.81,3.82
4886,6071010021,6437,San Bernardino,13.9,72.5,13.6,37.3,55.8,3.3,0.4,1.4,1.9,92345,Hesperia,19.2,No,0.065,7.85958451,11.199,693.31,0,222.4134729,255.8,0,0,0,0,0,26.4,3.25,69.09,3.69,12.69,16.2,1.2,38,19.2,16.1,56.95,5.91
4887,6067004010,5131,Sacramento,11.4,72.5,16.1,18.5,31.7,17.3,0.6,26.4,5.6,95831,Sacramento,19.2,No,0.048,8.69794377,12.15,80.01,0,47.19952817,868.96,0,3.75,0.01,10,0,28.23,3.48,49.96,6.53,7.33,12.6,6.5,31.4,10.4,13.9,53.24,5.52
4888,6075011800,1500,San Francisco,5.9,69.4,24.7,2.5,7.5,0.8,0.1,88.3,0.8,94108,San Francisco,19.2,No,0.03,8.69794377,113.19,171.2,0,259.8046098,416.52,0.4,3.8,1.66,10,0,34.26,4.22,21.2,1.69,2.95,45,64.8,64.4,9.5,30.4,43.87,4.55
4889,6037554518,5435,Los Angeles,9.5,74.9,15.6,9.1,16.5,6.2,0.1,65.3,2.7,90703,Cerritos,19.19,No,0.046,11.21,20.158,255.86,0,5701.08904,1078.7,1.5,6,0.095,8,0,45.56,5.61,36.41,3.3,7.87,8.8,10.2,12.6,7.7,12.3,32.98,3.42
4890,6085505305,5514,Santa Clara,12.8,73.9,13.3,18.1,39,2,0.2,36.8,3.9,95051,Santa Clara,19.19,No,0.035,10.37,24.279,179.53,0,251.6857244,805.12,7.9,16.45,0.215,2,0,38.22,4.71,25.15,5.03,6.84,10.6,14.7,11.9,8.6,17.8,39.32,4.08
4891,6001450101,4349,Alameda,15.8,80.5,3.7,10.1,38.5,6.4,0.2,38.9,5.9,94568,Dublin,19.17,No,0.038,8.69794377,41.096,168.15,2.55,233.9802267,1370.18,12,26.8,0.185,0,0.5,45.91,5.65,31.79,7.88,7.6,2.7,3.2,7,2.8,7.9,32.7,3.39
4892,6073001300,6197,San Diego,7.6,85.9,6.5,31.1,43.7,12.3,0.3,8,4.5,92104,San Diego,19.16,No,0.04,10.37,24.51,228.07,0,203.3384449,443.44,0,12.5,0.05,0,0,27.96,3.44,66.07,6.37,7.74,6.4,4.2,39.1,5,21.9,53.66,5.57
4893,6067007013,2779,Sacramento,14.8,78.9,6.3,37.9,26.8,15.4,0.5,13.3,6.2,95833,Sacramento,19.16,No,0.048,9.53630303,20.35,80.01,0,446.435164,647,4.4,0,0,0,0,27.99,3.45,58.17,4.98,7.3,16.5,6.1,42.7,14.4,13,53.6,5.56
4894,6037137401,4157,Los Angeles,13.3,72.8,13.9,9.9,77.2,2.7,0.2,5.5,4.5,91364,Woodland Hills,19.16,No,0.055,10.37,14.608,614.41,0,408.8400046,1851.54,0,21,0,0,0,40.74,5.02,32.58,5.02,6.99,6.4,6.7,16.1,7.6,17,36.82,3.82
4895,6067007428,3451,Sacramento,14,78.4,7.6,15.4,66.1,5.7,0.4,7.3,5.1,95842,Sacramento,19.15,No,0.051,8.69794377,12.313,753.52,0,64.39430182,825.28,0,0,0.01,0,0,29.99,3.69,89.95,3.57,9.48,9.9,13.8,34.4,6.8,11.3,50,5.19
4896,6001403600,4482,Alameda,7.7,83.7,8.6,9.7,34.4,37.9,0.2,12.3,5.5,94610,Oakland,19.15,No,0.03,8.69794377,54.34,70.6,0,362.0819371,2123.53,1.75,47.75,0.035,2,0,37.16,4.58,56.26,5.68,5.98,3.5,3.7,25.4,7,14.7,40.34,4.18
4897,6059110007,4799,Orange,10.4,72.2,17.4,11.3,77.3,0.4,0.3,7.8,3,90720,Los Alamitos,19.15,No,0.044,11.21,17.519,258.98,1.99,8052.552629,3940.83,8.5,5.5,0.05,19,1.3,56.8,7,29.51,6.4,7.03,2.3,0.7,6.3,4.1,5.6,26.39,2.74
4898,6001431100,3225,Alameda,14.1,75.8,10.1,27.8,40.4,13.8,0.2,12.7,5.1,94546,Castro Valley,19.14,No,0.033,8.69794377,19.879,63.53,0,365.2613402,1456.57,3,5.5,0,1,0,27.45,3.38,54.89,5.26,6.99,12,6,31.9,11.2,26.5,54.58,5.66
4899,6019004214,4978,Fresno,10.6,71.5,17.9,21.1,66.3,3.6,0.3,5.8,2.9,93711,Fresno,19.14,No,0.06,15.4,18.067,681.2,0,2808.166776,332.82,7,1.5,0,1,0,43.72,5.38,44.41,4.82,6.56,9.1,3.6,26.2,4.7,11.7,34.28,3.55
4900,6019006403,6304,Fresno,11,72.9,16.1,16.1,77,1.1,1.8,1.4,2.7,93633,Kings Canyon National PK,19.14,No,0.065,10.37,0.616,657.22,9.44,29.16774693,75.22,0,5,0,4,2.2,37.42,4.61,28.85,4.88,4.9,16.8,2.6,28.1,16.5,19,40.04,4.15
4901,6071000108,5077,San Bernardino,12.8,82.1,5.1,25.7,42.4,5.4,0.1,23.3,3.1,91709,Chino Hills,19.14,No,0.055,12.89,10.4,827.03,0.42,7311.375564,453.62,0,0,0,0,0,41.79,5.15,27.71,5.8,8.57,2.9,8,13.8,5.4,10.8,35.85,3.72
4902,6095252313,5065,Solano,10.3,65.4,24.3,15.1,45.2,15.8,0.6,16.7,6.6,94533,Fairfield,19.13,No,0.04,7.85958451,15.85,203.72,0,544.1378707,1759.72,0,0,0.05,0,0,25.28,3.11,119.73,5.56,12.6,5.8,2.3,17.7,11.3,16.1,59.25,6.15
4903,6059074107,5512,Orange,11.2,80.5,8.3,35.9,37,1.9,0.1,22.4,2.6,92704,Santa Ana,19.13,No,0.046,10.37,17.64,374.95,1.19,13150.26924,747.8,0,16.3,0.135,1,0,45.57,5.61,35.27,3.16,6.33,10.2,5.1,27.6,6.7,20.8,32.86,3.41
4904,6001423000,4396,Alameda,7.7,80.4,11.9,10.2,60.4,7.5,0.3,16.1,5.6,94703,Berkeley,19.13,No,0.03,8.69794377,35.725,70.6,0,552.0477229,646.43,1.5,20,0.275,10,0,38.44,4.73,72.52,6.37,4.63,4.7,2.2,17.7,3.3,16.6,38.95,4.04
